Evaluations,Fitness
1.0,20.911190431602563
2.0,20.911190431602563
3.0,20.911190431602563
4.0,18.83589574575264
5.0,18.83589574575264
6.0,18.83589574575264
7.0,18.83589574575264
8.0,18.83589574575264
9.0,18.294291142333304
10.0,18.294291142333304
11.0,18.294291142333304
12.0,18.294291142333304
13.0,18.294291142333304
14.0,18.294291142333304
15.0,18.294291142333304
16.0,18.294291142333304
17.0,18.294291142333304
18.0,18.294291142333304
19.0,18.294291142333304
20.0,18.294291142333304
21.0,18.294291142333304
22.0,17.18661480468429
23.0,17.18661480468429
24.0,17.18661480468429
25.0,17.18661480468429
26.0,17.18661480468429
27.0,17.18661480468429
28.0,17.18661480468429
29.0,17.18661480468429
30.0,17.18661480468429
31.0,17.18661480468429
32.0,17.18661480468429
33.0,17.18661480468429
34.0,17.18661480468429
35.0,17.18661480468429
36.0,17.18661480468429
37.0,17.18661480468429
38.0,16.295535547615792
39.0,16.295535547615792
40.0,16.295535547615792
41.0,16.295535547615792
42.0,16.295535547615792
43.0,16.295535547615792
44.0,16.295535547615792
45.0,16.295535547615792
46.0,16.295535547615792
47.0,16.295535547615792
48.0,16.295535547615792
49.0,16.295535547615792
50.0,16.295535547615792
51.0,16.295535547615792
52.0,16.295535547615792
53.0,16.295535547615792
54.0,16.295535547615792
55.0,16.295535547615792
56.0,16.295535547615792
57.0,16.295535547615792
58.0,16.295535547615792
59.0,16.251281075097218
60.0,16.251281075097218
61.0,16.251281075097218
62.0,16.251281075097218
63.0,16.251281075097218
64.0,16.251281075097218
65.0,16.251281075097218
66.0,16.251281075097218
67.0,16.251281075097218
68.0,11.454106865257312
69.0,11.454106865257312
70.0,11.454106865257312
71.0,11.454106865257312
72.0,11.454106865257312
73.0,11.454106865257312
74.0,11.454106865257312
75.0,11.454106865257312
76.0,11.454106865257312
77.0,11.454106865257312
78.0,11.454106865257312
79.0,11.454106865257312
80.0,11.454106865257312
81.0,11.454106865257312
82.0,11.454106865257312
83.0,11.454106865257312
84.0,11.454106865257312
85.0,11.454106865257312
86.0,11.454106865257312
87.0,11.454106865257312
88.0,11.454106865257312
89.0,11.454106865257312
90.0,11.454106865257312
91.0,11.454106865257312
92.0,11.454106865257312
93.0,11.454106865257312
94.0,11.454106865257312
95.0,11.454106865257312
96.0,11.454106865257312
97.0,11.454106865257312
98.0,11.454106865257312
99.0,11.454106865257312
100.0,11.454106865257312
101.0,11.454106865257312
102.0,11.454106865257312
103.0,11.454106865257312
104.0,11.454106865257312
105.0,11.454106865257312
106.0,11.454106865257312
107.0,11.454106865257312
108.0,11.454106865257312
109.0,11.454106865257312
110.0,11.454106865257312
111.0,11.454106865257312
112.0,11.454106865257312
113.0,11.454106865257312
114.0,11.454106865257312
115.0,11.454106865257312
116.0,11.454106865257312
117.0,11.454106865257312
118.0,11.454106865257312
119.0,11.454106865257312
120.0,11.454106865257312
121.0,11.454106865257312
122.0,11.454106865257312
123.0,11.454106865257312
124.0,11.454106865257312
125.0,11.454106865257312
126.0,11.454106865257312
127.0,11.454106865257312
128.0,11.454106865257312
129.0,11.454106865257312
130.0,11.454106865257312
131.0,11.454106865257312
132.0,11.454106865257312
133.0,11.454106865257312
134.0,11.454106865257312
135.0,11.454106865257312
136.0,11.454106865257312
137.0,11.454106865257312
138.0,11.454106865257312
139.0,11.454106865257312
140.0,11.454106865257312
141.0,11.454106865257312
142.0,11.454106865257312
143.0,11.454106865257312
144.0,11.454106865257312
145.0,11.454106865257312
146.0,11.454106865257312
147.0,11.454106865257312
148.0,11.454106865257312
149.0,11.454106865257312
150.0,11.454106865257312
151.0,11.454106865257312
152.0,11.454106865257312
153.0,11.454106865257312
154.0,11.454106865257312
155.0,11.454106865257312
156.0,11.454106865257312
157.0,11.454106865257312
158.0,11.454106865257312
159.0,11.454106865257312
160.0,11.454106865257312
161.0,11.454106865257312
162.0,11.454106865257312
163.0,11.454106865257312
164.0,11.454106865257312
165.0,11.454106865257312
166.0,11.454106865257312
167.0,11.454106865257312
168.0,11.454106865257312
169.0,11.454106865257312
170.0,11.454106865257312
171.0,11.454106865257312
172.0,11.454106865257312
173.0,11.454106865257312
174.0,11.454106865257312
175.0,11.454106865257312
176.0,11.454106865257312
177.0,11.454106865257312
178.0,11.454106865257312
179.0,11.454106865257312
180.0,11.454106865257312
181.0,11.454106865257312
182.0,11.454106865257312
183.0,11.454106865257312
184.0,11.454106865257312
185.0,11.454106865257312
186.0,11.454106865257312
187.0,11.454106865257312
188.0,11.454106865257312
189.0,11.454106865257312
190.0,11.454106865257312
191.0,11.454106865257312
192.0,11.454106865257312
193.0,11.454106865257312
194.0,11.454106865257312
195.0,11.454106865257312
196.0,11.454106865257312
197.0,11.454106865257312
198.0,11.454106865257312
199.0,11.454106865257312
200.0,11.454106865257312
201.0,11.454106865257312
202.0,11.454106865257312
203.0,11.454106865257312
204.0,11.454106865257312
205.0,11.454106865257312
206.0,11.454106865257312
207.0,11.454106865257312
208.0,11.454106865257312
209.0,11.454106865257312
210.0,11.454106865257312
211.0,11.454106865257312
212.0,11.454106865257312
213.0,11.454106865257312
214.0,11.454106865257312
215.0,11.454106865257312
216.0,11.454106865257312
217.0,11.454106865257312
218.0,11.454106865257312
219.0,11.454106865257312
220.0,10.971960846085699
221.0,10.971960846085699
222.0,10.971960846085699
223.0,10.971960846085699
224.0,10.971960846085699
225.0,10.971960846085699
226.0,10.971960846085699
227.0,10.971960846085699
228.0,10.971960846085699
229.0,10.971960846085699
230.0,10.971960846085699
231.0,10.971960846085699
232.0,10.971960846085699
233.0,10.971960846085699
234.0,10.971960846085699
235.0,10.971960846085699
236.0,10.971960846085699
237.0,10.971960846085699
238.0,10.971960846085699
239.0,10.971960846085699
240.0,10.971960846085699
241.0,10.971960846085699
242.0,10.971960846085699
243.0,10.971960846085699
244.0,10.971960846085699
245.0,10.971960846085699
246.0,10.971960846085699
247.0,10.971960846085699
248.0,10.971960846085699
249.0,10.971960846085699
250.0,10.971960846085699
251.0,10.971960846085699
252.0,10.971960846085699
253.0,10.971960846085699
254.0,10.971960846085699
255.0,10.971960846085699
256.0,10.971960846085699
257.0,10.971960846085699
258.0,10.971960846085699
259.0,10.971960846085699
260.0,10.971960846085699
261.0,10.971960846085699
262.0,10.971960846085699
263.0,10.971960846085699
264.0,10.971960846085699
265.0,10.971960846085699
266.0,10.971960846085699
267.0,10.971960846085699
268.0,10.971960846085699
269.0,10.971960846085699
270.0,10.971960846085699
271.0,10.971960846085699
272.0,10.971960846085699
273.0,10.971960846085699
274.0,10.971960846085699
