Evaluations,Fitness
1.0,28.866986419391857
2.0,25.067565365174417
3.0,23.00989995135936
4.0,18.618700734697068
5.0,18.618700734697068
6.0,18.618700734697068
7.0,18.618700734697068
8.0,18.618700734697068
9.0,18.618700734697068
10.0,18.618700734697068
11.0,18.618700734697068
12.0,18.618700734697068
13.0,18.618700734697068
14.0,18.618700734697068
15.0,18.618700734697068
16.0,18.618700734697068
17.0,18.618700734697068
18.0,18.618700734697068
19.0,18.618700734697068
20.0,18.618700734697068
21.0,18.618700734697068
22.0,18.618700734697068
23.0,18.618700734697068
24.0,18.618700734697068
25.0,18.618700734697068
26.0,18.618700734697068
27.0,18.618700734697068
28.0,18.618700734697068
29.0,18.618700734697068
30.0,18.618700734697068
31.0,18.618700734697068
32.0,18.618700734697068
33.0,18.618700734697068
34.0,18.618700734697068
35.0,18.618700734697068
36.0,18.618700734697068
37.0,18.618700734697068
38.0,18.618700734697068
39.0,18.618700734697068
40.0,18.618700734697068
41.0,18.618700734697068
42.0,18.618700734697068
43.0,18.618700734697068
44.0,18.618700734697068
45.0,18.618700734697068
46.0,18.618700734697068
47.0,18.618700734697068
48.0,18.618700734697068
49.0,18.618700734697068
50.0,18.618700734697068
51.0,18.618700734697068
52.0,18.618700734697068
53.0,18.618700734697068
54.0,18.618700734697068
55.0,18.618700734697068
56.0,18.618700734697068
57.0,18.618700734697068
58.0,18.618700734697068
59.0,18.618700734697068
60.0,18.618700734697068
61.0,18.618700734697068
62.0,18.217428055203314
63.0,18.217428055203314
64.0,18.217428055203314
65.0,18.217428055203314
66.0,18.217428055203314
67.0,18.217428055203314
68.0,18.217428055203314
69.0,18.217428055203314
70.0,18.217428055203314
71.0,18.217428055203314
72.0,18.217428055203314
73.0,18.217428055203314
74.0,18.217428055203314
75.0,18.217428055203314
76.0,18.217428055203314
77.0,18.217428055203314
78.0,18.217428055203314
79.0,18.217428055203314
80.0,18.217428055203314
81.0,18.217428055203314
82.0,18.217428055203314
83.0,18.217428055203314
84.0,18.217428055203314
85.0,18.217428055203314
86.0,18.217428055203314
87.0,18.217428055203314
88.0,18.217428055203314
89.0,18.217428055203314
90.0,18.217428055203314
91.0,18.217428055203314
92.0,18.217428055203314
93.0,18.217428055203314
94.0,18.217428055203314
95.0,18.217428055203314
96.0,18.217428055203314
97.0,18.217428055203314
98.0,18.217428055203314
99.0,18.217428055203314
100.0,18.217428055203314
101.0,18.217428055203314
102.0,18.217428055203314
103.0,18.217428055203314
104.0,18.217428055203314
105.0,18.217428055203314
106.0,18.216304281464605
107.0,18.216304281464605
108.0,18.216304281464605
109.0,18.216304281464605
110.0,18.216304281464605
111.0,18.216304281464605
112.0,18.216304281464605
113.0,18.216304281464605
114.0,18.216304281464605
115.0,18.216304281464605
116.0,18.216304281464605
117.0,18.216304281464605
118.0,18.216304281464605
119.0,18.216304281464605
120.0,18.216304281464605
121.0,18.216304281464605
122.0,18.216304281464605
123.0,18.216304281464605
124.0,18.216304281464605
125.0,18.216304281464605
126.0,18.216304281464605
127.0,18.216304281464605
128.0,18.216304281464605
129.0,18.216304281464605
130.0,18.216304281464605
131.0,18.216304281464605
132.0,18.216304281464605
133.0,18.216304281464605
134.0,18.216304281464605
135.0,18.216304281464605
136.0,18.216304281464605
137.0,18.216304281464605
138.0,18.216304281464605
139.0,18.216304281464605
140.0,18.216304281464605
141.0,18.216304281464605
142.0,18.216304281464605
143.0,18.216304281464605
144.0,18.216304281464605
145.0,18.216304281464605
146.0,18.216304281464605
147.0,18.216304281464605
148.0,18.216304281464605
149.0,18.216304281464605
150.0,14.788905450216404
151.0,14.788905450216404
152.0,14.788905450216404
153.0,14.788905450216404
154.0,14.788905450216404
155.0,14.788905450216404
156.0,14.788905450216404
157.0,14.788905450216404
158.0,14.788905450216404
159.0,14.788905450216404
160.0,14.788905450216404
161.0,14.788905450216404
162.0,14.788905450216404
163.0,14.788905450216404
164.0,14.788905450216404
165.0,14.788905450216404
166.0,14.788905450216404
167.0,14.788905450216404
168.0,14.788905450216404
169.0,14.788905450216404
170.0,14.788905450216404
171.0,14.788905450216404
172.0,14.788905450216404
173.0,14.788905450216404
174.0,14.788905450216404
175.0,14.788905450216404
176.0,14.788905450216404
177.0,14.788905450216404
178.0,14.788905450216404
179.0,14.788905450216404
180.0,14.788905450216404
181.0,14.788905450216404
182.0,14.788905450216404
183.0,14.788905450216404
184.0,14.788905450216404
185.0,14.788905450216404
186.0,14.788905450216404
187.0,14.788905450216404
188.0,14.788905450216404
189.0,14.788905450216404
190.0,14.788905450216404
191.0,14.788905450216404
192.0,14.788905450216404
193.0,14.788905450216404
194.0,14.788905450216404
195.0,14.788905450216404
196.0,14.788905450216404
197.0,14.788905450216404
198.0,14.788905450216404
199.0,14.788905450216404
200.0,14.788905450216404
201.0,14.788905450216404
202.0,14.788905450216404
203.0,14.788905450216404
204.0,14.788905450216404
205.0,14.788905450216404
206.0,14.788905450216404
207.0,14.788905450216404
208.0,14.788905450216404
209.0,14.788905450216404
210.0,14.788905450216404
211.0,14.788905450216404
212.0,14.788905450216404
213.0,14.788905450216404
214.0,14.788905450216404
215.0,14.788905450216404
216.0,14.788905450216404
217.0,14.788905450216404
218.0,14.788905450216404
219.0,14.788905450216404
220.0,14.788905450216404
221.0,14.788905450216404
222.0,14.788905450216404
223.0,14.788905450216404
224.0,14.788905450216404
225.0,14.788905450216404
226.0,14.788905450216404
227.0,14.788905450216404
228.0,14.788905450216404
229.0,14.788905450216404
230.0,14.788905450216404
231.0,14.788905450216404
232.0,14.788905450216404
233.0,14.788905450216404
234.0,14.788905450216404
235.0,14.788905450216404
236.0,14.788905450216404
237.0,14.788905450216404
238.0,14.788905450216404
239.0,14.788905450216404
240.0,14.788905450216404
241.0,14.788905450216404
242.0,14.788905450216404
243.0,14.788905450216404
244.0,14.788905450216404
245.0,14.788905450216404
246.0,14.788905450216404
247.0,14.788905450216404
248.0,14.788905450216404
249.0,14.788905450216404
250.0,14.788905450216404
251.0,14.788905450216404
252.0,14.788905450216404
253.0,14.788905450216404
254.0,14.788905450216404
255.0,14.788905450216404
256.0,14.788905450216404
257.0,14.788905450216404
258.0,14.788905450216404
259.0,14.788905450216404
260.0,14.788905450216404
261.0,14.788905450216404
262.0,14.788905450216404
263.0,14.788905450216404
264.0,14.788905450216404
265.0,14.788905450216404
266.0,14.788905450216404
267.0,14.788905450216404
268.0,14.788905450216404
269.0,14.788905450216404
270.0,14.788905450216404
271.0,14.788905450216404
272.0,14.788905450216404
273.0,14.788905450216404
274.0,14.788905450216404
275.0,14.788905450216404
276.0,14.788905450216404
277.0,14.788905450216404
278.0,14.788905450216404
279.0,14.788905450216404
280.0,14.788905450216404
281.0,14.788905450216404
282.0,14.788905450216404
283.0,14.788905450216404
284.0,14.788905450216404
285.0,14.788905450216404
286.0,14.788905450216404
287.0,14.788905450216404
288.0,14.788905450216404
289.0,14.788905450216404
290.0,14.788905450216404
291.0,14.788905450216404
292.0,14.788905450216404
293.0,14.788905450216404
294.0,14.788905450216404
295.0,14.788905450216404
296.0,14.788905450216404
297.0,14.788905450216404
298.0,14.788905450216404
299.0,14.788905450216404
300.0,14.788905450216404
301.0,14.788905450216404
302.0,14.788905450216404
303.0,14.788905450216404
304.0,14.788905450216404
305.0,14.788905450216404
306.0,14.788905450216404
307.0,14.788905450216404
308.0,14.788905450216404
309.0,14.788905450216404
310.0,14.788905450216404
311.0,14.788905450216404
312.0,14.788905450216404
313.0,14.788905450216404
314.0,14.788905450216404
315.0,14.788905450216404
316.0,14.788905450216404
317.0,14.788905450216404
318.0,14.788905450216404
319.0,14.788905450216404
320.0,14.788905450216404
321.0,14.788905450216404
322.0,14.788905450216404
323.0,14.788905450216404
324.0,14.788905450216404
325.0,14.788905450216404
326.0,14.788905450216404
327.0,14.788905450216404
328.0,14.788905450216404
329.0,14.788905450216404
330.0,14.788905450216404
331.0,14.788905450216404
332.0,14.788905450216404
333.0,14.788905450216404
334.0,14.788905450216404
335.0,14.788905450216404
336.0,14.788905450216404
337.0,14.788905450216404
338.0,14.788905450216404
339.0,14.788905450216404
340.0,14.788905450216404
341.0,14.788905450216404
342.0,14.788905450216404
343.0,14.788905450216404
344.0,14.788905450216404
345.0,14.788905450216404
346.0,14.788905450216404
347.0,14.788905450216404
348.0,14.788905450216404
349.0,14.788905450216404
350.0,14.788905450216404
